workload_id,workload_type,cloud_service_type,environment,region,workflow_criticality,vulnerability_severity,public_exposure,public_storage,monitoring_enabled,access_anomaly_detected,cpu_usage_percent,memory_usage_percent,runtime_hours_24h,storage_gb,request_count_24h,error_rate_percent,latency_ms,cost_per_hour,cost_24h,cost_30d_forecast,energy_kwh_24h,carbon_kgco2e_24h,carbon_intensity_gco2_per_kwh,environment_encoded,cloud_service_type_encoded,workflow_criticality_encoded,vulnerability_severity_encoded,workload_type_encoded,region_encoded,public_exposure_encoded,public_storage_encoded,monitoring_enabled_encoded,target_cost_30d,target_energy_kwh_30d,target_carbon_kgco2e_30d
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,41.683,73.389,29.578,75.314,116714.398,0.434,169.042,3.011,89.059,2671.77,43.896,23.626,538.231,3,1,2,1,0,0,1,0,1,2425.796,1250.578,640.57
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,40.081,60.523,23.489,80.929,112505.138,0.447,157.014,3.23,75.869,2276.07,46.583,24.368,523.11,3,1,2,1,0,0,1,0,1,2631.71,1604.173,632.508
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,47.44,74.978,27.021,81.543,107831.213,0.289,160.011,3.25,87.818,2634.54,47.161,22.9,485.573,3,1,2,1,0,0,1,0,1,3017.21,1649.591,819.488
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.284,63.635,24.101,78.831,122671.514,0.375,142.563,3.483,83.944,2518.32,33.45,17.295,517.055,3,1,2,1,0,0,1,0,1,2704.291,946.564,466.404
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,37.881,64.034,27.317,73.865,144436.13,0.367,138.97,2.998,81.896,2456.88,43.495,23.885,549.145,3,1,2,1,0,0,1,0,1,2876.323,1328.753,691.418
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,50.529,72.812,24.843,83.312,118327.154,0.407,128.283,3.39,84.218,2526.54,39.698,21.371,538.335,3,1,2,1,0,0,1,0,1,2908.683,1067.363,682.825
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,52.325,73.288,25.403,73.712,123493.554,0.283,131.293,3.49,88.656,2659.68,47.869,24.289,507.406,3,1,2,1,0,0,1,0,1,3141.373,1348.016,769.859
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.134,63.934,26.218,82.435,73445.986,0.43,141.21,3.279,85.969,2579.07,52.273,25.035,478.92,3,1,2,1,0,0,1,0,1,3032.813,1398.679,669.175
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,56.501,64.284,25.625,77.716,143309.683,0.507,143.912,3.245,83.153,2494.59,46.217,23.292,503.973,3,1,2,1,0,0,1,0,1,2394.941,1255.019,630.089
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,53.759,55.437,23.76,85.926,108269.265,0.318,143.399,3.362,79.881,2396.43,45.051,24.767,549.749,3,1,2,1,0,0,1,0,1,2638.987,1598.749,662.369
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,61.407,60.728,20.153,86.417,114701.763,0.411,162.0,2.892,58.282,1748.46,39.368,19.234,488.565,3,1,2,1,0,0,1,0,1,1756.87,1128.69,675.953
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,49.591,53.241,19.565,80.217,114385.039,0.446,151.793,3.227,63.136,1894.08,48.421,25.508,526.786,3,1,2,1,0,0,1,0,1,1629.193,1357.177,688.76
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,49.133,67.087,23.244,82.085,119018.627,0.388,153.936,2.817,65.478,1964.34,39.166,19.233,491.052,3,1,2,1,0,0,1,0,1,2253.674,1022.269,652.193
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.359,63.226,26.091,85.311,123444.396,0.535,141.548,3.039,79.291,2378.73,42.325,20.785,491.086,3,1,2,1,0,0,1,0,1,2182.638,1199.616,684.949
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,57.912,53.43,24.754,75.838,135680.684,0.387,109.241,3.378,83.619,2508.57,42.277,21.597,510.852,3,1,2,1,0,0,1,0,1,2992.748,1281.622,728.528
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.91,64.038,24.695,85.283,117287.312,0.252,157.929,3.136,77.444,2323.32,50.016,26.509,530.005,3,1,2,1,0,0,1,0,1,2388.195,1487.594,807.962
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,59.963,62.43,24.308,84.305,105972.627,0.433,139.566,3.26,79.244,2377.32,41.25,20.163,488.81,3,1,2,1,0,0,1,0,1,2510.229,1189.193,521.791
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.311,74.011,26.124,76.152,132823.44,0.359,135.223,3.236,84.537,2536.11,47.786,24.606,514.916,3,1,2,1,0,0,1,0,1,2643.135,1435.008,789.191
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,62.963,63.383,26.752,80.366,138067.485,0.394,137.137,3.05,81.594,2447.82,46.936,23.666,504.22,3,1,2,1,0,0,1,0,1,2503.996,1253.965,621.389
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,54.251,64.272,23.45,81.816,118054.856,0.494,109.232,3.136,73.539,2206.17,36.041,17.688,490.783,3,1,2,1,0,0,1,0,1,2162.69,977.177,562.634
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,39.346,43.62,22.956,89.682,134784.896,0.344,147.813,2.9,66.572,1997.16,43.662,22.882,524.077,3,1,2,1,0,0,1,0,1,1705.085,1209.224,709.649
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,51.85,57.732,25.724,86.516,103171.636,0.311,162.441,3.163,81.365,2440.95,51.317,26.313,512.76,3,1,2,1,0,0,1,0,1,2143.196,1715.577,790.829
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,57.013,59.757,22.193,78.206,135177.514,0.243,150.71,3.097,68.732,2061.96,50.165,23.678,472.008,3,1,2,1,0,0,1,0,1,1813.371,1407.555,813.521
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,49.427,60.889,23.514,79.363,129576.235,0.299,151.875,3.327,78.231,2346.93,46.733,24.938,533.62,3,1,2,1,0,0,1,0,1,2626.261,1609.773,768.098
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.231,57.328,22.018,75.022,105002.06,0.393,145.616,3.21,70.678,2120.34,41.555,22.473,540.796,3,1,2,1,0,0,1,0,1,1944.481,1070.484,791.911
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,51.159,63.165,21.22,79.728,130895.806,0.31,143.189,2.921,61.984,1859.52,51.013,27.958,548.057,3,1,2,1,0,0,1,0,1,2076.157,1784.687,924.496
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,41.339,60.179,21.942,82.858,169939.172,0.282,125.931,3.245,71.202,2136.06,52.25,25.941,496.477,3,1,2,1,0,0,1,0,1,2031.136,1734.931,865.776
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.558,51.759,21.54,78.306,113286.761,0.481,144.06,2.859,61.583,1847.49,47.319,24.13,509.941,3,1,2,1,0,0,1,0,1,1625.212,1482.615,818.529
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,51.117,66.73,24.86,73.258,137105.775,0.297,143.953,2.927,72.765,2182.95,47.008,23.746,505.158,3,1,2,1,0,0,1,0,1,2420.457,1594.001,617.731
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.463,70.997,23.154,80.128,131050.553,0.338,147.915,3.098,71.731,2151.93,43.148,23.751,550.452,3,1,2,1,0,0,1,0,1,2008.139,1486.63,692.444
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,62.684,59.487,20.281,78.758,118559.984,0.381,121.295,3.311,67.15,2014.5,47.36,23.244,490.797,3,1,2,1,0,0,1,0,1,2281.625,1704.335,665.053
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.057,61.12,25.181,73.077,128698.791,0.361,171.043,3.167,79.748,2392.44,52.505,26.198,498.954,3,1,2,1,0,0,1,0,1,2202.702,1348.618,792.737
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,49.022,69.518,23.378,73.232,124604.836,0.31,134.249,3.184,74.436,2233.08,37.325,18.224,488.265,3,1,2,1,0,0,1,0,1,2608.623,1159.322,606.756
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,52.521,63.689,22.629,74.733,143805.678,0.435,180.028,3.281,74.246,2227.38,46.745,24.238,518.515,3,1,2,1,0,0,1,0,1,2235.031,1425.755,871.22
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.997,59.3,23.08,83.163,158713.425,0.354,132.864,3.26,75.241,2257.23,43.894,23.785,541.879,3,1,2,1,0,0,1,0,1,2676.897,1166.77,616.777
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,34.635,56.025,22.243,79.196,150041.733,0.375,122.682,3.189,70.933,2127.99,49.721,24.941,501.622,3,1,2,1,0,0,1,0,1,1962.98,1425.588,739.209
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,51.73,61.915,25.347,75.86,124728.095,0.379,119.573,2.9,73.506,2205.18,48.086,24.749,514.672,3,1,2,1,0,0,1,0,1,2523.655,1357.644,714.903
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,34.863,52.721,22.228,85.845,131358.207,0.477,120.845,2.985,66.351,1990.53,47.015,24.599,523.217,3,1,2,1,0,0,1,0,1,1724.955,1267.109,864.597
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,48.911,66.822,25.549,73.521,74436.458,0.5,159.954,3.004,76.749,2302.47,36.631,19.197,524.068,3,1,2,1,0,0,1,0,1,2644.8,1172.219,522.327
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.859,56.463,24.022,78.803,102160.972,0.605,169.991,3.418,82.107,2463.21,40.856,22.056,539.853,3,1,2,1,0,0,1,0,1,2782.749,1299.536,612.533
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,51.66,66.588,25.223,81.363,84868.75,0.408,130.656,2.954,74.509,2235.27,52.568,29.338,558.101,3,1,2,1,0,0,1,0,1,2148.103,1831.743,931.048
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,48.069,63.257,21.901,81.588,126358.683,0.27,139.14,3.185,69.755,2092.65,53.089,28.704,540.671,3,1,2,1,0,0,1,0,1,1871.705,1853.957,997.292
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.831,55.289,23.71,77.016,96867.9,0.451,146.573,2.857,67.739,2032.17,44.448,24.126,542.79,3,1,2,1,0,0,1,0,1,1891.845,1541.271,679.472
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,43.133,55.281,24.662,81.517,153964.95,0.51,137.779,2.961,73.024,2190.72,43.564,22.938,526.536,3,1,2,1,0,0,1,0,1,1871.673,1475.003,710.216
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.097,58.106,24.598,78.392,130492.349,0.427,120.858,3.108,76.451,2293.53,51.47,25.618,497.736,3,1,2,1,0,0,1,0,1,2326.626,1708.891,889.53
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,48.178,61.271,26.331,69.309,133908.512,0.556,121.053,3.127,82.337,2470.11,41.612,20.944,503.326,3,1,2,1,0,0,1,0,1,2185.928,1150.413,697.599
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.065,73.811,24.068,87.015,122900.78,0.413,146.14,3.81,91.699,2750.97,48.831,24.769,507.232,3,1,2,1,0,0,1,0,1,2917.737,1724.784,753.231
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,53.234,62.193,24.535,80.056,132573.12,0.442,107.459,3.328,81.652,2449.56,40.581,19.961,491.885,3,1,2,1,0,0,1,0,1,2728.14,1410.225,567.295
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,52.787,53.679,23.219,77.661,123951.786,0.428,123.067,3.339,77.528,2325.84,45.284,21.849,482.496,3,1,2,1,0,0,1,0,1,2067.072,1274.771,624.775
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,47.404,61.827,24.433,83.791,100000.14,0.283,121.632,3.255,79.529,2385.87,50.602,25.959,512.994,3,1,2,1,0,0,1,0,1,2108.971,1739.741,830.063
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.787,59.468,24.074,78.753,148610.141,0.332,125.513,3.292,79.252,2377.56,38.09,20.193,530.137,3,1,2,1,0,0,1,0,1,2653.369,1280.194,558.771
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.416,74.774,23.567,74.892,126573.191,0.292,127.371,3.276,77.205,2316.15,47.5,24.178,509.009,3,1,2,1,0,0,1,0,1,2544.49,1635.853,838.567
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,42.454,65.282,26.618,72.477,117847.103,0.313,142.003,3.09,82.25,2467.5,44.252,24.839,561.3,3,1,2,1,0,0,1,0,1,2554.877,1377.74,746.733
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,48.436,62.037,24.861,84.661,162066.365,0.431,149.904,2.979,74.061,2221.83,44.605,24.16,541.633,3,1,2,1,0,0,1,0,1,1981.058,1566.836,697.646
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,50.827,69.442,24.556,78.577,132556.428,0.107,146.432,2.5,61.39,1841.7,37.244,19.793,531.433,3,1,2,1,0,0,1,0,1,2158.902,1083.226,515.135
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,55.894,58.999,28.306,79.992,134180.814,0.562,142.201,3.008,85.144,2554.32,44.506,23.199,521.256,3,1,2,1,0,0,1,0,1,3059.255,1266.17,606.692
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,53.324,62.215,23.457,79.575,130020.245,0.462,123.205,3.0,70.371,2111.13,49.971,25.655,513.39,3,1,2,1,0,0,1,0,1,2237.573,1522.328,910.128
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,39.183,63.423,25.412,81.498,139219.583,0.26,145.561,3.142,79.845,2395.35,42.827,23.134,540.177,3,1,2,1,0,0,1,0,1,2830.435,1256.824,769.306
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,47.368,64.187,25.472,80.485,127942.194,0.482,139.004,3.06,77.944,2338.32,43.135,23.087,535.236,3,1,2,1,0,0,1,0,1,2090.534,1141.486,750.527
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.841,66.689,24.727,75.061,157451.858,0.35,112.194,2.999,74.156,2224.68,40.405,21.135,523.089,3,1,2,1,0,0,1,0,1,2105.222,1089.152,601.861
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,49.958,63.959,24.787,82.465,77571.05,0.364,103.372,3.207,79.492,2384.76,44.979,24.461,543.831,3,1,2,1,0,0,1,0,1,2841.787,1335.723,799.801
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,50.795,58.727,23.997,83.945,112450.145,0.481,151.38,3.017,72.399,2171.97,49.383,26.498,536.586,3,1,2,1,0,0,1,0,1,2326.768,1432.51,743.644
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.903,65.364,22.165,81.75,97060.501,0.38,141.842,3.669,81.323,2439.69,38.802,21.447,552.736,3,1,2,1,0,0,1,0,1,2624.342,1107.326,604.955
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,50.562,61.047,26.792,78.174,150475.278,0.336,138.988,2.994,80.215,2406.45,47.048,25.979,552.174,3,1,2,1,0,0,1,0,1,2161.991,1582.249,694.026
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.679,52.125,22.247,80.907,154677.797,0.681,130.145,3.476,77.331,2319.93,46.097,23.917,518.842,3,1,2,1,0,0,1,0,1,2614.0,1306.464,832.094
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.648,53.332,21.036,82.613,118774.248,0.34,140.143,3.353,70.534,2116.02,45.812,23.286,508.302,3,1,2,1,0,0,1,0,1,2538.796,1416.636,617.069
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,50.849,68.037,26.385,84.52,138817.231,0.46,148.73,2.989,78.865,2365.95,48.153,23.773,493.691,3,1,2,1,0,0,1,0,1,2691.104,1438.571,686.475
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,56.567,60.316,21.788,79.038,127295.704,0.408,159.046,3.131,68.218,2046.54,46.584,23.355,501.357,3,1,2,1,0,0,1,0,1,1777.384,1188.146,702.549
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.642,60.858,23.481,87.085,122784.965,0.376,104.763,3.028,71.1,2133.0,43.816,22.244,507.679,3,1,2,1,0,0,1,0,1,1882.297,1298.796,739.543
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,48.355,62.231,23.83,80.015,163672.888,0.168,106.374,3.096,73.778,2213.34,45.065,24.173,536.409,3,1,2,1,0,0,1,0,1,1947.947,1232.575,660.917
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,53.934,63.141,25.848,81.091,112366.632,0.47,141.858,3.2,82.714,2481.42,51.628,24.308,470.826,3,1,2,1,0,0,1,0,1,2276.22,1436.207,787.306
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.533,52.655,22.108,76.557,180292.042,0.58,133.083,3.13,69.198,2075.94,39.829,19.204,482.158,3,1,2,1,0,0,1,0,1,1953.594,1190.723,642.529
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,38.783,57.276,24.285,81.465,134393.119,0.268,154.359,3.046,73.972,2219.16,47.848,24.966,521.778,3,1,2,1,0,0,1,0,1,2051.163,1669.53,806.054
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,51.531,61.126,26.941,84.03,119225.282,0.475,172.488,3.576,96.341,2890.23,39.474,19.842,502.654,3,1,2,1,0,0,1,0,1,2673.267,1047.685,549.094
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.2,64.605,23.803,77.398,109830.22,0.329,125.224,3.638,86.595,2597.85,46.339,25.047,540.516,3,1,2,1,0,0,1,0,1,2394.923,1613.887,883.195
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,32.726,53.456,20.524,71.001,98104.423,0.532,139.253,3.448,70.767,2123.01,46.849,25.221,538.34,3,1,2,1,0,0,1,0,1,1837.383,1392.038,728.921
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,44.679,65.469,25.087,77.802,99737.71,0.282,141.453,3.263,81.859,2455.77,41.434,21.652,522.555,3,1,2,1,0,0,1,0,1,2363.384,1140.624,575.607
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,55.355,55.792,27.232,77.876,148509.638,0.407,133.076,2.853,77.693,2330.79,44.228,21.647,489.44,3,1,2,1,0,0,1,0,1,2349.125,1391.559,656.967
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,49.739,57.503,22.793,83.098,124132.889,0.574,131.898,3.392,77.314,2319.42,45.438,24.474,538.616,3,1,2,1,0,0,1,0,1,2428.283,1519.136,690.239
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,43.184,66.105,25.248,82.374,159581.727,0.545,133.701,3.272,82.611,2478.33,42.194,22.046,522.488,3,1,2,1,0,0,1,0,1,2140.012,1377.398,692.421
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,46.744,69.4,19.832,71.944,142906.37,0.406,144.207,2.945,58.405,1752.15,44.895,25.313,563.833,3,1,2,1,0,0,1,0,1,1835.863,1272.261,688.164
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.727,48.799,24.495,83.382,89548.565,0.334,120.555,3.015,73.852,2215.56,45.241,21.647,478.478,3,1,2,1,0,0,1,0,1,2512.084,1382.498,680.281
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,33.711,55.822,26.367,68.888,117180.723,0.282,153.517,3.07,80.947,2428.41,46.818,24.992,533.807,3,1,2,1,0,0,1,0,1,2807.283,1205.643,773.872
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,39.446,69.381,22.54,77.757,124499.425,0.244,143.843,3.386,76.32,2289.6,46.318,22.641,488.824,3,1,2,1,0,0,1,0,1,2058.049,1272.771,659.158
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,41.809,67.435,24.519,81.648,166838.633,0.447,151.053,3.72,91.211,2736.33,44.038,22.254,505.34,3,1,2,1,0,0,1,0,1,2738.729,1139.569,692.396
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,42.053,76.321,24.628,77.071,145608.432,0.389,135.752,3.308,81.469,2444.07,39.187,20.744,529.363,3,1,2,1,0,0,1,0,1,2791.489,1063.357,645.479
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,45.079,59.456,23.512,78.489,145617.007,0.227,154.482,3.127,73.522,2205.66,46.696,23.276,498.468,3,1,2,1,0,0,1,0,1,1947.598,1615.994,766.534
wl-field-app-001,Field App,container,production,ap-southeast-1,high,low,True,False,True,False,39.275,67.141,24.777,73.579,124453.309,0.436,149.342,3.234,80.129,2403.87,46.311,25.599,552.769,3,1,2,1,0,0,1,0,1,2636.308,1415.767,775.451
